;cD315_S52;cD316_S53;cD317_S54;cD321_S58;cD322_S59;cD323_S60;cD327_S64;cD328_S65;cD329_S66;cD333_S70;cD334_S71;cD335_S72;cD339_S76;cD340_S77;cD341_S78;cD345_S82;cD346_S83;cD347_S84;cD351_S88;cD352_S89;cD353_S90;cD358_S93;cD359_S94
Chelativorans_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,003670398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chlorochromatium_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,015202325;0,024925473;0,005573515;0;0,008621897;0,007586842;0;0,007340796;0,006805808;0;0,007315824;0,004580642;0;0;0;0;0;0;0;0,003213515;0;0,018499866;0,004833453
Christensenellaceae-R-7-group_Christensenellaceae_Clostridiales_Clostridia_Firmicutes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Citreicella_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cloacibacterium_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clostridium-sensu-stricto-13_Clostridiaceae-1_Clostridiales_Clostridia_Firmicutes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cobetia_Halomonadaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0,014064415;0;0;0;0,01982015;0,031004235;0,016838598;0,00914478;0,011451606;0,024615497;0,007709506;0;0,006225003;0,008196721;0,015976993;0,007061577;0,004131662;0,013597271;0;0
Cohaesibacter_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0,003817202;0;0;0;0;0;0;0;0;0;0;0
Colwellia_Colwelliaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0,006027606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comamonas_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,02235636;0,023928454;0,007431353;0,036165639;0,025865692;0,027095865;0,038102496;0;0,02722323;0,033677195;0,02286195;0,043516101;0,050142679;0,046257035;0,029705722;0,043575019;0,040300546;0,048996112;0,042369462;0,040857549;0,049856662;0,02877757;0,032453185
Crocinitomix_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cupriavidus_Burkholderiaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,41314554;0,53440214;0,67346635;0,58166402;0,50869195;0,36525226;0,47188475;0,40594604;0,50211736;0,38019781;0,3785939;0,28781702;0,43760883;0,51763825;0,66406662;0,15329069;0,36202186;0,32699579;0,26026955;0,26672176;0,4844028;0,12436021;0,25893498
Defluviicoccus_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,003670398;0;0;0;0,006870963;0,011851906;0;0,005749495;0,014006256;0,004098361;0;0;0,010558693;0,008498295;0,006166622;0,004833453
Defluviimonas_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,03845294;0,034895662;0,05201947;0,048220851;0,020477006;0,021676692;0,010258364;0,085153239;0,080913491;0,033677195;0,039322555;0,045806422;0,021880442;0,045155677;0,007665993;0,003890627;0,029371585;0,052191511;0,025219918;0,015149428;0,03229352;0;0,029000718
Deinococcus_Deinococcaceae_Deinococcales_Deinococci_Deinococcus-Thermus;0;0;0;0;0;0;0;0;0;0;0;0;0,014586961;0,006608148;0,006707744;0,007781253;0,010928962;0,006390797;0,013114357;0,02938071;0,055522192;0,033916422;0,060072916
Delftia_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Desulfovibrio_Desulfovibrionaceae_Desulfovibrionales_Deltaproteobacteria_Proteobacteria;0,004471272;0,00897317;0,004644596;0;0;0,020592858;0,014654806;0;0,005293406;0,005317452;0,008230302;0,003817202;0;0;0,023956227;0,024900011;0;0,009586196;0,00605278;0,004590736;0,009064848;0,008222163;0,00621444
Devosia_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,067069081;0,038883738;0,06223758;0,02812883;0,048498173;0,037934211;0,049826341;0,025692788;0,055202662;0,037222163;0,032921209;0,051150505;0,046495938;0,030838023;0,043121209;0,028790638;0,05942623;0,051126378;0,039343072;0,027544415;0,060621169;0,044194125;0,032453185
Diplosphaera_Opitutaceae_Opitutales_Opitutae_Verrucomicrobia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dokdonella_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0,004537205;0,00443121;0,005486868;0,006107523;0;0;0,005749495;0;0;0,009586196;0,00605278;0,007345177;0,004532424;0;0,007595426
Dokdonia_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00550679;0;0;0,004781421;0;0;0;0;0;0
Dyadobacter_Cytophagaceae_Cytophagales_Cytophagia_Bacteroidetes;0;0,005982113;0;0;0,006466423;0;0;0,005138558;0,006049607;0;0;0;0,006381795;0;0;0;0;0;0;0;0;0;0
Endozoicomonas_Hahellaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ensifer_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0,00457239;0;0;0;0;0;0;0;0;0;0;0;0
Erythrobacter_Erythrobacteraceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,037558685;0,013958265;0,04180136;0,046211649;0,005388686;0,048772557;0,016120287;0,044044779;0,029491833;0,047857067;0,042980467;0,048096743;0,06655301;0,082601848;0,056536696;0,057581275;0,044398907;0,061777707;0,020175934;0,044071065;0,044757685;0,052416288;0,036596144
Escherichia-Shigella_Enterobacteriaceae_Enterobacteriales_Gammaproteobacteria_Proteobacteria;0,140397943;0,11964227;0,176494631;0,129593538;0,114240141;0,065030076;0,064481147;0,14608185;0,131578947;0,073558084;0,083217499;0,080924679;0,038290773;0,025331233;0,01054074;0,017118757;0,015027322;0,015976993;0;0,008722398;0,033426626;0,013361015;0,008976413
Exiguobacterium_Family-XII_Bacillales_Bacilli_Firmicutes;0,006259781;0;0;0;0;0;0;0,004404478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Falsirhodobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,033087413;0,0368897;0,048303794;0,031142633;0,017243795;0,055275565;0,026378651;0,028629106;0,038566243;0,037222163;0,016460604;0,017559128;0,009116851;0,022027159;0;0,008559379;0,019808743;0;0;0;0,00566553;0;0
Ferrovibrio_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;3,1853342;3,4516795;5,5865195;8,9690784;8,1940358;4,3277516;6,3294107;7,1528721;9,1364186;6,3977809;6,8512693;5,2081902;8,2935991;8,1092988;11,3312955;5,0850491;7,3736339;5,9519625;5,3042531;6,762154;5,8626902;4,0843594;4,9950284
Ferruginibacter_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Filomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0,007976151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002295368;0;0;0
Flavobacterium_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,015202325;0,011964227;0,012075948;0,011050612;0,006466423;0,008670677;0;0,019086071;0,011343013;0;0,005486868;0;0,008205166;0;0,004791245;0,014784381;0,005464481;0;0;0,002754442;0;0,008222163;0
Fluviicola_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;1,541694612;1,955154089;1,509493553;0,852906311;1,142401414;1,128271826;0,488005041;0,510185355;0,691923775;0,321705839;0,363047772;0,388591147;0,642737973;0,265427272;0,362218155;0,217875095;0,198770492;0,210896309;0,101888467;0,371849607;0,317269668;0,146971161;0,158813456
Frankia_Frankiaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Frondihabitans_Microbacteriaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0,003817202;0;0;0;0;0;0,006390797;0;0;0;0;0
Gallaecimonas_Unknown-Family_Gammaproteobacteria-Incertae-Sedis_Gammaproteobacteria_Proteobacteria;0,00804829;0,025922492;0,007431353;0,044202447;0,008621897;0,008670677;0,007327403;0,017617912;0,02646703;0,028359743;0,031092253;0,038172018;0,035555718;0,020925802;0,02108148;0,04513127;0,052595628;0,050061245;0,063554193;0,060597714;0,056088745;0,031860881;0,028310225
Gemmobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,007154035;0,010967208;0,034370007;0;0,210158751;0,036850377;0,019051248;0,005872637;0,008318209;0;0;0;0,009116851;0;0;0;0;0;0;0,011935913;0;0;0,010357399
GKS98-freshwater-group_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0,010967208;0;0,005023005;0,017243795;0,008670677;0;0;0;0;0;0;0,006381795;0;0;0;0;0;0;0;0,002832765;0;0
Gordonia_Nocardiaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Haematobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0,00754416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Halomonas_Halomonadaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0,006107523;0;0;0;0;0,003415301;0;0;0;0;0;0
Hoeflea_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,9827856;1,0877476;1,1407127;1,3331056;1,2922069;1,1000921;0,984803;0,9498991;1,4405626;0,879152;0,9638598;1,0275907;1,2973279;1,2401291;1,4709123;1,0473567;1,1714481;1,2653779;1,3689371;1,2271037;1,3393312;0,8026886;0,7926863
Hydrogenophaga_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,124301364;0,129612459;0,070597852;0,072331277;0,07651934;0,078036092;0,07327403;0,089557717;0,105868119;0,058491971;0,055783159;0,080924679;0,06290627;0,069385552;0,019164982;0,027234387;0,034836066;0,025563189;0,019167137;0,028462563;0,027761096;0,007194392;0,008976413
Hyphomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,045606975;0;0,024151897;0,058266862;0,00754416;0,037934211;0,065946627;0,035969903;0,06276467;0,073558084;0,094191236;0,087795642;0,223362842;0,115642587;0,162902345;0,190640708;0,094945355;0,102252756;0,208820918;0,215305513;0,182430059;0,153137783;0,15121803
Hyphomonas_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0,312094791;0,442676398;0,476535503;0,258182476;0,212314225;0,403186474;0,225684013;0,308313452;0,227616455;0,302208515;0,32738313;0,351946009;0,495956677;0,327103318;0,234771026;0,12527818;0,287568306;0,279064813;0,155354693;0,336960015;0,179030741;0,241526033;0,207147987
Idiomarina_Idiomarinaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ilumatobacter_Acidimicrobiaceae_Acidimicrobiales_Acidimicrobiia_Actinobacteria;0,040241449;0,016949322;0,035298926;0,017078218;0,012932846;0,029263534;0,013189325;0,034501743;0,027979431;0,014179872;0,014631648;0,008397844;0,013675276;0;0;0;0,005464481;0;0;0,002295368;0,003965871;0;0
Imperialibacter_Flammeovirgaceae_Cytophagales_Cytophagia_Bacteroidetes;0,02235636;0,032901624;0,02136514;0,042193245;0,014010583;0,022760527;0,021982209;0,008808956;0,020417423;0,006203694;0,006401346;0,004580642;0;0,00550679;0,009582491;0;0;0;0;0;0,005098977;0;0
Jahnella_Polyangiaceae_Myxococcales_Deltaproteobacteria_Proteobacteria;0,005365526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jannaschia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jatrophihabitans_Frankiaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jhaorihella_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaistia_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0,006381795;0;0;0;0;0;0;0;0;0;0
Kerstersia_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,007154035;0;0,005573515;0,008036809;0;0;0;0;0,015124017;0;0,008230302;0;0;0;0,007665993;0;0;0;0;0;0;0;0
Ketogulonicigenium_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,024144869;0,010967208;0,012075948;0,014064415;0,006466423;0,017341354;0,008792884;0,019086071;0,008318209;0,00886242;0;0,011451606;0;0,008810864;0,005749495;0;0,004098361;0;0;0,003672589;0;0;0
Kiloniella_Sphingomonadales-Incertae-Sedis_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Klebsiella_Enterobacteriaceae_Enterobacteriales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0,003781004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kordiimonas_Kordiimonadaceae_Kordiimonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Labrenzia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Labrys_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0,006466423;0;0;0,006606717;0,004537205;0,005317452;0;0,008397844;0,011851906;0,009912222;0,004791245;0,003890627;0;0,005325664;0,015131951;0,007804251;0,016430036;0,006166622;0,011047893
Lapillicoccus_Intrasporangiaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005043984;0;0,002832765;0;0
Lentibacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Leptothrix_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0,05201947;0;0;0,010838346;0;0,045512938;0;0;0;0;0;0;0;0;0;0;0,022193528;0;0;0;0
Lewinella_Saprospiraceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,004471272;0;0;0;0;0;0;0;0,015124017;0;0;0;0,00547011;0;0;0;0;0;0;0;0;0;0
Limnobacter_Burkholderiaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0,006502434;0,005023005;0;0,006503008;0;0;0;0;0;0,005344083;0;0;0;0;0;0;0;0;0;0;0
Limnohabitans_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0,005023005;0;0;0,316543811;0,01982015;0,070326679;0,15686483;0;0;0,010940221;0,088108638;0,300890213;0;0,040300546;0;0,219917682;0,082174173;0,321802092;0,052416288;0,268601889
Loktanella_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,004471272;0,040877775;0,026938654;0,011050612;0,015088321;0,008670677;0,008792884;0,005138558;0,005293406;0,00443121;0,012802692;0;0;0,007709506;0,006707744;0;0;0;0;0;0;0;0,00621444
Luteimonas_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lutibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005043984;0;0;0;0
Magnetospira_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maricaulis_Hyphomonadaceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0,012519562;0,01794634;0,027867573;0,008036809;0,011855109;0,010838346;0;0,024958708;0,006805808;0;0;0;0;0;0;0;0;0;0;0;0,002832765;0;0
Marinicella_Family-Incertae-Sedis_Order-Incertae-Sedis_Gammaproteobacteria_Proteobacteria;0,004471272;0;0,006502434;0;0;0;0;0,005138558;0,008318209;0,005317452;0;0;0;0;0;0;0;0;0;0;0;0;0
Marinobacterium_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,10731053;0,055833059;0,110541374;0,061280665;0,057120071;0,046604888;0,029309612;0,118920903;0,129310345;0,023042291;0,039322555;0,016795688;0,060171214;0,007709506;0;0,007003128;0,022540984;0,00745593;0;0;0,018129695;0;0,00414296
Marinomonas_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0;0,005982113;0;0;0;0,005419173;0;0;0,003781004;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maritalea_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marivita_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0,005293406;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marmoricola_Nocardioidaceae_Propionibacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Massilia_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;1,842164096;1,782669817;2,327871289;1,39539089;1,185510901;1,726548529;1,472808007;1,391080932;1,206140351;1,492431493;1,266552052;1,197837937;1,488781715;1,233520931;0,82888546;0,636506528;0,958333333;0,74452788;0,539706238;0,858008539;0,887788517;0,545746059;0,651825664
Mesorhizobium_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,24681422;0,13459755;0,23222978;0,27325149;0,17351569;0,16691053;0,2344769;0,21508534;0,14216576;0,17636215;0,19844173;0,29545142;0,25709519;0,14758197;0,13511312;0,08170316;0,12226776;0,31208393;0,2461464;0,12991783;0,19262801;0,13463792;0,1132409
Methylibium_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;1,238542365;0,018943359;2,4207632;0,010046011;0,010777372;0,035766542;0,032240573;0,786199303;0,049153055;2,609096388;0,010059258;0,010688165;0,034644033;0,041851603;0,786722501;1,2006474;0,005464481;0;1,144984263;0,047743653;1,137071828;0,021583177;1,173148097
Methylobacterium_Methylobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,027721887;0,026919511;0,033441088;0,012055213;0,014010583;0,044437219;0,036637015;0,025692788;0,010586812;0,012407388;0;0,02061289;0,009116851;0,037446171;0,039288213;0,003890627;0,012978142;0,011716462;0;0,018362944;0,029460755;0;0,009666906
